Rama de actividad CNAE 2009	Sexo	Unidad	Periodo	Total
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Hombres	Porcentaje	2009T3	0,2
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Hombres	Porcentaje	2009T2	0,2
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Hombres	Porcentaje	2009T1	0,2
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Hombres	Porcentaje	2008T4	0,2
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Hombres	Porcentaje	2008T3	0,2
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Hombres	Porcentaje	2008T2	0,2
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Hombres	Porcentaje	2008T1	0,3
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2021T4	87,3
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2021T3	79,3
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2021T2	82,2
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2021T1	78,4
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2020T4	73,5
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2020T3	69,6
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2020T2	71,3
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2020T1	75,7
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2019T4	85,3
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2019T3	81,6
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2019T2	88,5
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2019T1	81,4
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2018T4	90,2
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2018T3	93,4
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2018T2	84,4
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2018T1	71,3
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2017T4	67,1
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2017T3	59,0
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2017T2	54,0
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2017T1	61,3
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2016T4	56,9
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2016T3	54,9
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2016T2	57,3
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2016T1	57,1
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2015T4	61,7
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2015T3	60,4
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2015T2	62,5
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2015T1	64,7
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2014T4	71,2
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2014T3	60,6
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2014T2	54,7
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2014T1	53,0
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2013T4	56,9
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2013T3	58,3
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2013T2	53,4
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2013T1	46,9
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2012T4	48,0
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2012T3	44,8
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2012T2	45,9
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2012T1	43,7
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2011T4	42,7
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2011T3	45,3
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2011T2	50,5
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2011T1	49,9
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2010T4	49,6
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2010T3	51,6
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2010T2	55,1
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2010T1	48,0
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2009T4	50,5
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2009T3	47,1
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2009T2	53,2
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2009T1	48,2
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2008T4	50,4
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2008T3	46,8
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2008T2	44,0
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Valor absoluto	2008T1	42,8
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2021T4	0,9
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2021T3	0,9
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2021T2	0,9
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2021T1	0,9
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2020T4	0,8
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2020T3	0,8
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2020T2	0,8
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2020T1	0,8
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2019T4	0,9
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2019T3	0,9
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2019T2	1,0
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2019T1	0,9
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2018T4	1,0
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2018T3	1,1
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2018T2	1,0
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2018T1	0,8
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2017T4	0,8
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2017T3	0,7
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2017T2	0,6
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2017T1	0,7
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2016T4	0,7
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2016T3	0,7
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2016T2	0,7
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2016T1	0,7
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2015T4	0,7
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2015T3	0,7
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2015T2	0,8
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2015T1	0,8
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2014T4	0,9
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2014T3	0,8
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2014T2	0,7
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2014T1	0,7
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2013T4	0,7
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2013T3	0,7
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2013T2	0,7
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2013T1	0,6
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2012T4	0,6
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2012T3	0,6
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2012T2	0,6
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2012T1	0,5
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2011T4	0,5
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2011T3	0,5
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2011T2	0,6
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2011T1	0,6
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2010T4	0,6
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2010T3	0,6
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2010T2	0,7
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2010T1	0,6
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2009T4	0,6
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2009T3	0,6
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2009T2	0,6
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2009T1	0,6
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2008T4	0,6
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2008T3	0,5
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2008T2	0,5
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas	Mujeres	Porcentaje	2008T1	0,5
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2021T4	1.361,0
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2021T3	1.391,6
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2021T2	1.384,9
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2021T1	1.355,1
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2020T4	1.377,9
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2020T3	1.384,2
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2020T2	1.313,7
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2020T1	1.348,0
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2019T4	1.353,9
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2019T3	1.346,6
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2019T2	1.344,1
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2019T1	1.339,8
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2018T4	1.359,9
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2018T3	1.358,1
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2018T2	1.333,6
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2018T1	1.327,1
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2017T4	1.329,5
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2017T3	1.312,5
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2017T2	1.266,5
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2017T1	1.257,3
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2016T4	1.268,2
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2016T3	1.266,6
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2016T2	1.260,0
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2016T1	1.270,9
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2015T4	1.309,1
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2015T3	1.319,3
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2015T2	1.338,2
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2015T1	1.334,0
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2014T4	1.329,0
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2014T3	1.316,0
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2014T2	1.304,6
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2014T1	1.285,5
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2013T4	1.272,7
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2013T3	1.276,3
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2013T2	1.273,1
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2013T1	1.287,6
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2012T4	1.311,7
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2012T3	1.314,8
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2012T2	1.369,0
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2012T1	1.408,5
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2011T4	1.417,8
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2011T3	1.444,5
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2011T2	1.478,5
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2011T1	1.470,2
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2010T4	1.470,0
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2010T3	1.454,0
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2010T2	1.414,7
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2010T1	1.416,6
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2009T4	1.403,0
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2009T3	1.421,9
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2009T2	1.367,8
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2009T1	1.358,6
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2008T4	1.339,4
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2008T3	1.313,4
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2008T2	1.299,3
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Valor absoluto	2008T1	1.247,1
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2021T4	6,7
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2021T3	6,9
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2021T2	7,0
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2021T1	7,1
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2020T4	7,1
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2020T3	7,2
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2020T2	7,1
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2020T1	6,8
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2019T4	6,8
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2019T3	6,8
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2019T2	6,8
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2019T1	6,9
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2018T4	7,0
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2018T3	7,0
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2018T2	6,9
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2018T1	7,0
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2017T4	7,0
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2017T3	6,9
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2017T2	6,7
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2017T1	6,8
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2016T4	6,9
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2016T3	6,8
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2016T2	6,9
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2016T1	7,0
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2015T4	7,2
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2015T3	7,3
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2015T2	7,5
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2015T1	7,6
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2014T4	7,6
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2014T3	7,5
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2014T2	7,5
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2014T1	7,6
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2013T4	7,4
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2013T3	7,4
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2013T2	7,4
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2013T1	7,6
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2012T4	7,6
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2012T3	7,4
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2012T2	7,7
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2012T1	7,9
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2011T4	7,8
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2011T3	7,8
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2011T2	7,9
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2011T1	8,0
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2010T4	7,9
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2010T3	7,7
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2010T2	7,5
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2010T1	7,6
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2009T4	7,4
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2009T3	7,4
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2009T2	7,1
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2009T1	7,0
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2008T4	6,7
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2008T3	6,4
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2008T2	6,3
O Administración Pública y defensa; Seguridad Social obligatoria	Ambos sexos	Porcentaje	2008T1	6,0
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2021T4	747,1
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2021T3	771,0
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2021T2	779,7
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2021T1	758,7
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2020T4	780,5
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2020T3	797,6
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2020T2	759,4
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2020T1	761,1
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2019T4	754,0
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2019T3	754,5
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2019T2	761,7
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2019T1	767,6
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2018T4	780,0
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2018T3	795,8
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2018T2	781,9
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2018T1	774,0
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2017T4	776,6
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2017T3	770,6
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2017T2	745,3
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2017T1	730,2
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2016T4	745,4
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2016T3	744,5
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2016T2	738,6
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2016T1	747,8
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2015T4	767,2
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2015T3	779,5
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2015T2	789,8
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2015T1	783,9
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2014T4	782,3
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2014T3	790,0
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2014T2	772,3
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2014T1	758,4
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2013T4	756,8
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2013T3	767,5
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2013T2	745,5
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2013T1	743,8
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2012T4	753,4
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2012T3	735,1
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2012T2	761,7
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2012T1	805,0
O Administración Pública y defensa; Seguridad Social obligatoria	Hombres	Valor absoluto	2011T4	808,1
